Age,Gender,Job,Relationship Status,Triggering_Event,Emotional_Response,Subjective_Assesment
18,Male,Student,In a relationship,I forgot my girlfriend's birthday and didn't get her anything.,I feel terrible and guilty for forgetting such an important day. I'm worried she'll be really upset with me.,I can't believe I was so careless. What kind of boyfriend forgets his girlfriend's birthday? I should have been more attentive and put a reminder in my phone. Now she's going to think I don't care about her.
18,Male,Student,In a relationship,I failed an important exam that I thought I was prepared for.,I'm devastated and angry with myself. I feel like I let myself down and wasted all the time I spent studying.,"I should have studied harder and been more focused. I knew this exam was crucial for my future, and now I've blown it. If only I had taken it more seriously, I wouldn't be in this situation."
18,Male,Student,In a relationship,I said something hurtful to my best friend during an argument and now they're not speaking to me.,I feel awful and ashamed for letting my emotions get the best of me. I'm scared I may have ruined our friendship.,Why did I have to say those things? I knew they were wrong the moment they left my mouth. I should have taken a step back and calmed down before speaking. Now I may have lost my closest friend because of my own stupidity.
18,Male,Student,In a relationship,I missed an important deadline for a school project because I procrastinated.,I'm stressed and mad at myself for waiting until the last minute. I feel like I've let my team members down.,"I knew I had plenty of time to work on this project, but I kept putting it off. I should have been more responsible and managed my time better. Now my grades and my reputation with my classmates are going to suffer."
18,Male,Student,In a relationship,"I chose to go to a party instead of visiting my grandparents, and now my grandfather is in the hospital.",I'm consumed with guilt and regret. I feel selfish for prioritizing my own fun over spending time with my family.,"I should have known better than to skip visiting my grandparents. They've always been there for me, and I let them down when they needed me most. If I had just been there, maybe I could have noticed something was wrong sooner. I'll never forgive myself if something happens to my grandfather."
18,Male,Student,In a relationship,"My girlfriend broke up with me, saying that she needs space and wants to focus on herself.","I feel utterly rejected and worthless. It's like I wasn't good enough for her, and now I'm all alone.",I must have done something wrong. Maybe I'm just not attractive or interesting enough. What if I never find someone who wants to be with me?
18,Male,Student,In a relationship,"I didn't get invited to my friend's birthday party, even though we hang out all the time.",I'm hurt and feel like I've been rejected by someone I thought was a close friend. It's like I don't matter to them.,Why wasn't I invited? Did I do something to upset them? Maybe they don't actually like me and have just been pretending to be my friend.
18,Male,Student,In a relationship,"I applied for a scholarship, but I just found out that I didn't get it.",I feel rejected and like I'm not good enough. It's a blow to my self-esteem.,I must not be as smart or talented as I thought. Maybe I don't deserve to go to a good college. What if I keep getting rejected like this?
18,Male,Student,In a relationship,"I tried to talk to my crush, but they seemed uninterested and made an excuse to leave the conversation.",I feel rejected and embarrassed. It's like they don't even want to give me a chance.,I must have come across as boring or awkward. They probably think I'm not good enough for them. I'll never find someone who likes me back.
18,Male,Student,In a relationship,"I didn't get picked for the soccer team, even though I practiced hard and thought I did well at tryouts.",I feel rejected and like I'm not good at anything. It's discouraging to put in so much effort and still not make it.,I must not be as talented as I thought. Maybe I should just give up on soccer. What's the point of trying if I keep getting rejected?
18,Male,Student,In a relationship,I cheated on my girlfriend by kissing another girl at a party.,I feel overwhelmed with guilt and shame for betraying my girlfriend's trust.,I can't believe I was so selfish and stupid. I don't deserve her forgiveness.
18,Male,Student,In a relationship,I got caught plagiarizing on an important essay for my college application.,I'm consumed by regret and self-loathing for compromising my integrity.,I've ruined my chances of getting into my dream school. I've let everyone down.
18,Male,Student,In a relationship,I said hurtful things to my best friend during an argument and now they won't talk to me.,I'm filled with remorse for lashing out and damaging our friendship.,I should have controlled my anger. I may have lost my closest friend forever.
18,Male,Student,In a relationship,I forgot my mom's birthday and didn't even call her.,I feel awful for being so thoughtless and neglecting someone I love.,I'm a terrible son. Mom does so much for me and I couldn't even remember her special day.
18,Male,Student,In a relationship,I was texting while driving and caused a minor accident.,I'm overwhelmed with remorse for being irresponsible and putting others at risk.,I can't forgive myself for being so reckless. I could have seriously hurt someone.
18,Male,Student,In a relationship,My girlfriend canceled our date night plans at the last minute to hang out with her friends instead.,I feel resentful that she prioritized her friends over our relationship and didn't even bother to discuss it with me beforehand.,I can't believe she would do this to me. It's like she doesn't even care about my feelings or our plans together.
18,Male,Student,In a relationship,I found out that my best friend has been talking behind my back and spreading rumors about me at school.,I feel betrayed and resentful that someone I trusted would treat me this way and potentially damage my reputation.,"How could he do this to me after all the times I've been there for him? I thought we were real friends, but I guess I was wrong."
18,Male,Student,In a relationship,My parents refused to let me go to a concert with my friends because they think I should focus more on studying.,I feel resentful that my parents are trying to control my life and not letting me make my own decisions or have any fun.,It's not fair that they get to dictate how I spend my time. I'm almost an adult and I should be able to balance my own responsibilities.
18,Male,Student,In a relationship,"I didn't get accepted into my top choice college, even though I had better grades than some of the people who did get in.","I feel resentful and bitter that I worked so hard but still didn't get what I wanted, while others had it easier.",The admissions process is so unfair and biased. I deserved to get in more than some of those other people did.
18,Male,Student,In a relationship,"My younger sibling got a car for their birthday, but I didn't get one when I turned the same age.",I feel resentful that my parents are favoring my sibling over me and not treating us equally.,"Why do they always give my sibling special treatment? I'm the older one and I should get more privileges, not less."
18,Male,Student,In a relationship,"My girlfriend broke up with me, saying she needed space to focus on herself.","I feel devastated and heartbroken. I can't stop crying, and I feel like my world has been shattered.",I keep thinking about all the memories we shared and wondering what I did wrong. I feel like I'll never find someone who loves me as much as she did.
18,Male,Student,In a relationship,I failed an important exam that I studied really hard for.,I'm so disappointed in myself and I feel like a failure. I'm worried about how this will affect my future.,I can't believe I let myself down like this. I'm not smart enough to succeed in this field. I'll never be able to get into a good college now.
18,Male,Student,In a relationship,My best friend moved away to another city for college.,I feel so lonely and abandoned. I miss him terribly and I don't know how I'll cope without him.,I'm afraid I'll never find another friend like him. I'm worried that our friendship will fade away now that we're not in the same place anymore.
18,Male,Student,In a relationship,My grandparent passed away suddenly.,I'm overwhelmed with grief and sadness. I can't stop crying and I feel like there's a hole in my heart.,I keep thinking about all the things I wish I had said to them before they died. I feel guilty for not spending more time with them while I had the chance.
18,Male,Student,In a relationship,I didn't get accepted into my dream college.,I feel crushed and hopeless. I put so much effort into my application and now it feels like it was all for nothing.,I'm not good enough to achieve my dreams. I'll never be successful in life. I don't know what I'm going to do now that my plan has fallen apart.
18,Male,Student,In a relationship,"I was called on by the teacher to solve a problem on the board, but I couldn't do it and the whole class laughed at me.",I felt so ashamed and embarrassed. I wanted to disappear and never show my face in class again.,I'm so stupid. Everyone thinks I'm an idiot. I'll never be good enough.
18,Male,Student,In a relationship,"My girlfriend broke up with me, saying that I was too immature and needy.",I felt ashamed and worthless. Like I wasn't good enough for her or anyone else.,I'm such a loser. No one will ever love me. I'll always be alone.
18,Male,Student,In a relationship,"I got rejected from my dream college, even though all my friends got in.",I felt so ashamed and inferior to my friends. Like I wasn't smart enough or good enough.,I'm a failure. I'll never achieve my dreams. Everyone is better than me.
18,Male,Student,In a relationship,I got caught cheating on a test and was called into the principal's office. My parents were also called in.,I felt so ashamed and guilty. I couldn't even look my parents in the eye.,I'm a terrible person. I've let everyone down. I don't deserve to be trusted.
18,Male,Student,In a relationship,I was out with my friends and I got so drunk that I threw up in public and had to be carried home.,I felt so ashamed and disgusted with myself. I couldn't believe I let myself lose control like that.,I'm such a mess. My friends must think I'm pathetic. I'll never live this down.
18,Male,Student,In a relationship,"My girlfriend broke up with me today, saying she doesn't feel the same way anymore.",I feel devastated and heartbroken. It's like my world has come crashing down around me.,I keep thinking about all the memories we shared and how happy we were together. I don't know how I'll move on from this.
18,Male,Student,In a relationship,"I found out that I didn't get accepted into my dream university, despite working so hard for it.",I'm overwhelmed with sadness and disappointment. It feels like all my efforts were for nothing.,I can't help but wonder what I could have done differently. I feel like I've let myself and my family down.
18,Male,Student,In a relationship,"My beloved childhood pet passed away today, and I was there to say goodbye.",I'm consumed by grief and a deep sense of loss. It's like losing a member of my family.,I keep replaying the moments we shared together and how much unconditional love my pet gave me. The house feels so empty without them.
18,Male,Student,In a relationship,I found out that my best friend has been talking behind my back and spreading rumors about me.,"I feel betrayed and deeply hurt. It's like a punch to the gut, knowing that someone I trusted could do this to me.",I keep wondering what I did to deserve this and how long this has been going on. I feel so alone and unsure of who to trust anymore.
18,Male,Student,In a relationship,"I failed an important exam that I spent weeks studying for, and now I'm worried about my future.",I'm filled with sorrow and a sense of hopelessness. It feels like all my hard work was meaningless.,I can't stop thinking about how this will affect my grades and my chances of getting into a good university. I feel like I've let myself down.
18,Male,Student,In a relationship,"My girlfriend broke up with me, saying she found someone better.",I feel so angry and betrayed. How could she do this to me?,I'll show her what she's missing out on. I'm going to become more successful and make her regret leaving me.
18,Male,Student,In a relationship,I found out that my best friend has been talking behind my back and spreading rumors about me.,"I'm filled with rage and a desire for revenge. I trusted him, and he betrayed me.",I'm going to expose all of his secrets and make sure everyone knows what a backstabber he is.
18,Male,Student,In a relationship,"My parents are constantly comparing me to my more successful siblings, making me feel inadequate.",I'm so frustrated and resentful. They never appreciate my efforts.,I'll prove them wrong. I'm going to outshine my siblings and make my parents regret ever doubting me.
18,Male,Student,In a relationship,"I was unfairly passed over for a promotion at my part-time job, despite being more qualified than the person who got it.",I'm seething with anger and bitterness. This is so unjust.,I'm going to make sure everyone knows how incompetent the person who got the promotion is. I'll outperform them at every turn.
18,Male,Student,In a relationship,"A classmate deliberately sabotaged my group project, causing us to get a low grade.",I'm consumed by spite and the desire to get even. They ruined my hard work.,I'm going to find a way to get back at them. I'll make sure they fail their next project and feel the same humiliation I did.
18,Male,Student,In a relationship,I have a big exam coming up next week and I feel totally unprepared for it.,I'm so stressed out right now. I feel like I'm going to fail this exam and ruin my grades.,I should have started studying earlier. I'm never going to be able to learn all this material in time. I'm such a procrastinator.
18,Male,Student,In a relationship,My girlfriend and I got into a huge argument last night and I'm worried she might break up with me.,I'm feeling really anxious and stressed about our relationship. I don't want to lose her.,What if she doesn't forgive me? What if this is the end of our relationship? I can't imagine my life without her.
18,Male,Student,In a relationship,I have a big project due at the end of the week and I'm falling behind on it.,I'm so stressed out about this project. I feel like I'm drowning in work and I can't catch up.,I'm not smart enough to handle this project. I'm going to miss the deadline and my teacher is going to be so disappointed in me.
18,Male,Student,In a relationship,I just found out that I didn't get accepted into my top choice college.,I feel so defeated and stressed out. I put so much work into my application and now it feels like it was all for nothing.,I'm never going to get into a good college. I'm not smart enough or talented enough. My future is ruined.
18,Male,Student,In a relationship,I have to give a big presentation in front of my entire class tomorrow and I'm terrified of public speaking.,I'm so stressed and anxious about this presentation. My heart is racing just thinking about it.,I'm going to make a fool of myself in front of everyone. They're all going to laugh at me and think I'm stupid. I can't do this.
18,Male,Student,In a relationship,"I failed my final exam in a crucial subject, which might jeopardize my chances of getting into my dream university.",I feel devastated and hopeless. It's like all my hard work has been for nothing.,I'm a failure. I'll never be able to achieve my goals. My future is ruined.
18,Male,Student,In a relationship,"My girlfriend broke up with me, saying she doesn't feel the same way about me anymore.",I'm heartbroken and feel so alone. I can't imagine my life without her.,I'll never find someone who loves me again. I must have done something wrong. I'm not good enough.
18,Male,Student,In a relationship,I found out that my best friend has been spreading rumors about me behind my back.,I feel betrayed and angry. How could someone I trusted so much do this to me?,I can't trust anyone anymore. Everyone is out to get me. I'm all alone in this world.
18,Male,Student,In a relationship,"My parents are constantly fighting, and I overheard them talking about getting a divorce.",I'm scared and worried about what will happen to our family. I feel like my world is falling apart.,"It's all my fault. If I had been a better son, they wouldn't be fighting. I'll have to choose between them, and I don't want to lose either of them."
18,Male,Student,In a relationship,"I was rejected from the internship I really wanted, even though I thought the interview went well.",I'm disappointed and feel like a failure. I put so much effort into preparing for it.,I'll never be successful. Other candidates are always better than me. I should just give up on my dreams.
18,Male,Student,In a relationship,I failed my math exam even though I studied really hard for it.,I feel so disappointed and frustrated with myself. I'm worried that I'm not smart enough to pass this class.,I'm a failure. I'll never be successful in life if I can't even pass a simple math exam. My parents will be so disappointed in me.
18,Male,Student,In a relationship,My girlfriend said she needs some space and wants to take a break from our relationship.,I'm devastated. I feel like my heart has been ripped out of my chest. I don't know what I did wrong.,She probably found someone better than me. I'm not good enough for her. I'll never find anyone who loves me like she did.
18,Male,Student,In a relationship,"I didn't get accepted into my dream college, even though I had good grades and extracurriculars.",I feel so rejected and hopeless. I don't know what to do with my life now that my plans have fallen apart.,I'm not good enough for anything. I'll never be successful or happy in life. All my hard work was for nothing.
18,Male,Student,In a relationship,My best friend hasn't been responding to my texts or calls for a week now.,I feel so lonely and abandoned. I don't know what I did to make him ignore me like this.,He probably hates me now. I must have done something to upset him. I'm a terrible friend and no one wants to be around me.
18,Male,Student,In a relationship,I got rejected for a part-time job that I really wanted and needed for extra money.,I feel so discouraged and helpless. I don't know how I'm going to afford my expenses now.,I'm not qualified for anything. No one wants to hire me. I'll never be able to support myself or be independent.
18,Male,Student,In a relationship,I found out that my girlfriend cheated on me with my best friend.,"I feel betrayed, angry, and hurt. I can't believe they would do this to me.",I want to make them pay for what they did. They shouldn't be able to get away with this.
18,Male,Student,In a relationship,"A classmate deliberately sabotaged my group project, causing us to get a failing grade.",I'm furious that someone would intentionally ruin my hard work. I feel like I've been wronged.,I need to find a way to get back at them. They need to face consequences for their actions.
18,Male,Student,In a relationship,"My parents grounded me for something I didn't do, refusing to listen to my side of the story.",I'm so angry and frustrated that they won't believe me. It's not fair.,I'll find a way to get revenge on them for not trusting me. They'll regret this.
18,Male,Student,In a relationship,"A teacher accused me of cheating on a test when I didn't, and now I might face disciplinary action.",I'm outraged that they would accuse me without any proof. I feel wrongfully targeted.,I want to expose the teacher for being unfair and make them face consequences for falsely accusing me.
18,Male,Student,In a relationship,"My sister borrowed my car without asking and crashed it, but she's refusing to pay for the damages.",I'm so mad that she would disrespect my property like that and not take responsibility. I feel taken advantage of.,"I'm going to find a way to make her pay, even if I have to take legal action. She can't just get away with this."
18,Male,Student,In a relationship,I have an important exam coming up next week and I feel like I haven't studied enough.,I'm really worried that I'm going to fail this exam and it's going to ruin my chances of getting into a good college.,I should have started studying earlier. I don't think I can learn everything in time. What if I blank out during the exam? I'm not smart enough to pass this.
18,Male,Student,In a relationship,My girlfriend has been distant lately and I'm afraid she might be losing interest in me.,I'm constantly worrying about our relationship and whether she still loves me. It's making me anxious and affecting my daily life.,"Maybe I'm not good enough for her. What if she finds someone better? I don't want to lose her, but I don't know how to fix this."
18,Male,Student,In a relationship,"I applied for a part-time job to help pay for college, but I haven't heard back from them yet.",I'm worried that I won't get the job and I won't be able to afford college. It's stressing me out and I can't focus on anything else.,I really need this job. What if they don't think I'm qualified enough? I don't have a backup plan if I don't get it. I'm going to be in so much debt.
18,Male,Student,In a relationship,My parents have been arguing a lot lately and I'm afraid they might get divorced.,I'm constantly worrying about my family and what's going to happen to us. It's making me feel helpless and scared.,I don't want my family to fall apart. What if I have to choose between my parents? What if we can't afford to live on our own? I don't know how to handle this.
18,Male,Student,In a relationship,I have a presentation in class tomorrow and I'm not prepared at all.,I'm really worried about embarrassing myself in front of everyone. I'm afraid I'm going to freeze up and forget everything.,I'm not good at public speaking. Everyone is going to judge me and think I'm stupid. I wish I could just skip class tomorrow. I'm not ready for this.
36,Female,Nurse,Divorced,I found out that my ex-husband is taking our child on a trip without informing me beforehand.,I feel so angry and betrayed. How could he make such a decision without consulting me?,He's always trying to undermine my role as a parent. He doesn't respect me at all.
36,Female,Nurse,Divorced,"A patient's family member yelled at me today, blaming me for not doing enough to help their loved one recover.",I'm furious! I've been working tirelessly to provide the best care possible. How dare they accuse me of not doing enough?,"I pour my heart and soul into this job, and this is the thanks I get? It's so unfair and disrespectful."
36,Female,Nurse,Divorced,My supervisor criticized me in front of my colleagues during a staff meeting.,I'm seething with anger. It was completely unprofessional and humiliating for her to call me out like that in front of everyone.,"She's always picking on me. I work so hard, and she never acknowledges my efforts. She's just trying to make me look bad."
36,Female,Nurse,Divorced,I found out that my best friend has been talking behind my back to our mutual friends.,"I'm so angry and hurt. I trusted her completely, and now I feel so betrayed.","How could she do this to me? I've always been there for her, and this is how she repays me? I can't believe I considered her my best friend."
36,Female,Nurse,Divorced,My child's teacher called to inform me that my child has been misbehaving in class and disrupting other students.,"I'm angry and embarrassed. I've been working so hard to raise my child right, and now I feel like a failure.","I can't believe my child would act this way. I'm doing my best as a single parent, and it feels like it's not enough. The teacher probably thinks I'm a terrible mother."
36,Female,Nurse,Divorced,I received a notice from my child's school about their poor academic performance.,I feel overwhelmed and anxious about my child's future and my ability to support them as a single parent.,I'm worried that I'm not doing enough for my child and that I'm failing as a parent. What if they continue to struggle in school and it affects their future opportunities?
36,Female,Nurse,Divorced,My ex-spouse is challenging our custody agreement and seeking more time with our child.,I'm terrified of losing more time with my child and the thought of going through another legal battle is giving me severe anxiety.,I can't bear the thought of my child spending more time away from me. I'm worried that my ex-spouse will turn them against me and that I'll lose the close bond we have.
36,Female,Nurse,Divorced,I made a medication error at work and a patient had to be closely monitored as a result.,I'm consumed by anxiety and fear over the potential consequences of my mistake and the impact it could have on my career.,I can't believe I made such a careless error. What if the patient had been seriously harmed? I could lose my job or even my nursing license over this.
36,Female,Nurse,Divorced,My child is having difficulty adjusting to the divorce and acting out at home and school.,I feel helpless and anxious about my child's emotional well-being and my ability to help them cope with the changes in our family.,I'm worried that the divorce is causing lasting damage to my child and that I'm not equipped to handle their emotional needs on my own. What if they never fully recover from this?
36,Female,Nurse,Divorced,I'm struggling to balance my demanding work schedule with my responsibilities as a single parent.,I feel constant anxiety and guilt about not being able to give my child the time and attention they need while also meeting my work obligations.,I'm stretched too thin and I feel like I'm failing at both my job and my parenting. I'm afraid that I'll burn out or that my child will resent me for not being there for them.
51,Male,Sales Manager,Married,"I found out that my subordinate lied to me about a critical sales report, which led to a major client backing out of a deal.","I feel extremely angry and betrayed. I trusted this employee, and their dishonesty has cost our company a significant amount of money.","I can't believe they would lie to me like this. I've always been fair and supportive, and this is how they repay me? I'm questioning my ability to judge character and lead my team effectively."
51,Male,Sales Manager,Married,"My teenage son was caught shoplifting, and I had to leave work to pick him up from the police station.",I am furious with my son for making such a stupid decision. I'm also angry at myself for not being more aware of what's going on in his life.,"How could he do this to our family? I've always tried to be a good role model and provide for them, and now he's thrown that all away. I'm worried about how this will affect his future and our family's reputation."
51,Male,Sales Manager,Married,"My wife and I got into a heated argument about our finances, and she accused me of not contributing enough to our children's college funds.","I'm angry that she would accuse me of not caring about our kids' futures. I work hard to provide for our family, and I feel like my efforts are being dismissed.","Does she not understand how much pressure I'm under at work? I'm doing my best to balance everything, and it feels like nothing I do is ever good enough. I'm starting to resent her for not appreciating my contributions."
51,Male,Sales Manager,Married,"I found out that a coworker has been spreading rumors about me at the office, saying that I only got promoted because of nepotism.","I am outraged that someone would try to undermine my achievements and reputation. I've worked hard to get where I am, and I feel like my integrity is being questioned.","I can't believe the audacity of this person. I've never given anyone a reason to doubt my abilities or work ethic. I'm considering confronting them, but I'm also worried about how it might affect my professional relationships."
51,Male,Sales Manager,Married,"My daughter announced that she's dropping out of college to pursue a career in acting, despite my advice against it.","I am angry and disappointed that she would make such a reckless decision. I've invested so much in her education, and now she's throwing it all away on a whim.","Doesn't she realize how competitive and unstable that industry is? I've always encouraged her to have a backup plan, and now she's ignoring my guidance. I'm worried about her future and feel like I've failed as a parent."
51,Male,Sales Manager,Married,"I have to give a crucial sales presentation to a potential client, and I'm worried that I might mess it up and lose the deal.","I feel extremely anxious and nervous. My heart is racing, and my palms are sweaty.","What if I stumble over my words or forget key points? If I don't land this deal, it could hurt my career and let my team down."
51,Male,Sales Manager,Married,"My oldest daughter is going off to college soon, and I'm concerned about how I'll cope with her absence.","I'm feeling a sense of dread and worry. I'm having trouble sleeping at night, and I can't stop thinking about it.",How will I handle not seeing her every day? What if she struggles to adjust to college life? I don't know if I'm ready for this change.
51,Male,Sales Manager,Married,"I recently had a minor argument with my spouse, and now I'm worried that it might escalate and cause problems in our relationship.",I'm feeling tense and on edge. I'm constantly replaying the argument in my head and wondering if I said the wrong thing.,"What if this argument leads to more conflicts? I don't want our relationship to suffer, especially with the stress of work and family life."
51,Male,Sales Manager,Married,"I have to attend a networking event for work, and I'm worried about interacting with new people and making a good impression.",I'm feeling anxious and self-conscious. I'm worried that I won't know what to say or that I'll say something embarrassing.,I'm not very good at small talk. What if I can't connect with anyone or if I make a fool of myself? It could hurt my professional reputation.
51,Male,Sales Manager,Married,"I recently received some unexpected bills, and I'm worried about how I'm going to pay them while still supporting my family.","I'm feeling overwhelmed and anxious. I'm having trouble concentrating at work, and I'm snapping at my family members.",How am I going to make ends meet? What if I can't provide for my family? I feel like I'm failing as a husband and father.
51,Male,Sales Manager,Married,I found out that I was passed up for a promotion that I had been working towards for years.,I feel so bitter and resentful. It's not fair that someone else got the position when I've put in so much effort.,"I can't believe this is happening to me. I've sacrificed so much for this company, and this is how they repay me? I feel like all my hard work was for nothing."
51,Male,Sales Manager,Married,My wife told me that she's not happy in our marriage and wants to attend couples therapy.,I'm filled with bitterness and anger. How can she say she's not happy after all these years together?,"I've provided for this family, and now she's telling me it's not enough? I can't help but feel like I've wasted my life in this marriage."
51,Male,Sales Manager,Married,I found out that my oldest child has been struggling with substance abuse and has been hiding it from me.,I feel so bitter and betrayed. How could my own child keep something like this from me?,"I've tried to be a good father, but apparently, that wasn't enough. I can't help but think that I've failed as a parent."
51,Male,Sales Manager,Married,"My best friend, who I've known since childhood, didn't invite me to his wedding.",I'm consumed by bitterness and resentment. How could he exclude me from such an important day in his life?,"I thought our friendship meant something, but apparently, I was wrong. I feel like I've wasted all these years being loyal to someone who doesn't value me."
51,Male,Sales Manager,Married,I discovered that my subordinate at work has been spreading rumors about me to other colleagues.,I'm seething with bitterness and anger. I can't believe someone I trusted would betray me like this.,"I've always tried to be a fair and supportive manager, and this is the thanks I get? It makes me question why I even bother trying to be a good leader."
51,Male,Sales Manager,Married,I found out that my teenage son has been lying to me about his whereabouts and hanging out with a bad crowd.,I feel so much contempt for my son right now. How dare he lie to me and associate with those delinquents!,I raised him better than this. He's showing such disrespect and disregard for our family. I'm disgusted by his behavior.
51,Male,Sales Manager,Married,My wife told me she's been talking to her ex-boyfriend behind my back.,I'm filled with contempt for my wife. How could she betray my trust like this?,"She's acting like a selfish, immature teenager. I can't believe I married someone so untrustworthy and disloyal."
51,Male,Sales Manager,Married,I discovered that one of my sales representatives has been falsifying their reports to get higher commissions.,I am seething with contempt for this employee. They've shown a complete lack of integrity and respect for the company.,They think they can cheat the system and get away with it. I'm repulsed by their dishonesty and greed.
51,Male,Sales Manager,Married,My neighbor lets their dog poop on my lawn and never cleans it up.,I feel so much contempt for my inconsiderate neighbor. They have no respect for other people's property.,"They're lazy and entitled, expecting others to clean up after their mess. I'm disgusted by their lack of common decency."
51,Male,Sales Manager,Married,I saw a politician on TV blatantly lying and making false promises to the public.,I am filled with contempt for this politician. They're manipulating and deceiving people for their own gain.,"They have no integrity or moral compass. I'm repulsed by their willingness to say anything to get ahead, even if it's completely untrue."
51,Male,Sales Manager,Married,I found out that my wife has been having an affair with my best friend for the past year.,"I feel utterly betrayed and devastated. My world has been shattered, and I don't know how I can ever trust anyone again.","How could they do this to me? I thought my marriage was strong, and my friendship was genuine. I feel like a complete fool for not seeing it sooner."
51,Male,Sales Manager,Married,"I was passed over for a promotion that I had been working towards for years, and it was given to a younger, less experienced colleague.",I am filled with despair and a sense of hopelessness. I feel like all my hard work and dedication meant nothing in the end.,"What's the point of even trying anymore? I'll never be good enough, no matter how much effort I put in. I might as well just give up on my career aspirations."
51,Male,Sales Manager,Married,"My eldest child, who I had high hopes for, dropped out of college and has been struggling with drug addiction.",I am overwhelmed with despair and a sense of failure as a parent. I feel like I have let my child down and don't know how to help them.,"Where did I go wrong? I thought I had raised them well, but now I question everything. I fear for their future and feel helpless to make things better."
51,Male,Sales Manager,Married,I was diagnosed with a terminal illness and given only months to live.,"I am consumed by despair and fear. I feel like my life is being cut short, and I'm not ready to say goodbye to my loved ones.","Why is this happening to me? I had so many plans and dreams for the future, and now it's all slipping away. I don't know how to face my mortality."
51,Male,Sales Manager,Married,"My company is downsizing, and I was laid off after years of loyal service, with no prospects for finding a new job at my age.",I am filled with despair and a sense of worthlessness. I feel like I have been discarded and that my years of experience mean nothing in today's job market.,"What am I going to do now? How will I support my family? I'm too old to start over, and I fear that I'll never find another job. My life feels like it's falling apart."
51,Male,Sales Manager,Married,"I didn't get the promotion I was expecting at work, even though I've been putting in a lot of extra hours and effort.",I feel really disappointed and let down. It's like all my hard work was for nothing.,Maybe I'm not as good at my job as I thought. I wonder if I'll ever be able to advance in my career.
51,Male,Sales Manager,Married,My oldest child told me they're dropping out of college to pursue a career in music. I had such high hopes for their future.,I'm disappointed and worried about their future. I feel like I've failed as a parent.,What if they never find success and stability? I wanted them to have a better life than I did.
51,Male,Sales Manager,Married,"My wife and I had been planning a big anniversary trip, but we had to cancel because of unexpected expenses.",I'm disappointed that we can't celebrate our love the way we wanted to. It feels like we're stuck in a rut.,Will we ever be able to afford the things we really want? It seems like we're always sacrificing our dreams.
51,Male,Sales Manager,Married,I found out that my best friend has been talking behind my back and sharing personal information I told them in confidence.,"I feel so disappointed and betrayed. I trusted them completely, and now I don't know if I can ever confide in them again.",How could they do this to me after all these years? I thought our friendship meant more to them.
51,Male,Sales Manager,Married,"I've been trying to lose weight and get in shape, but I stepped on the scale today and realized I haven't made any progress in weeks.",I'm disappointed in myself and my lack of willpower. I feel like I'll never be able to reach my fitness goals.,Maybe I'm just destined to be overweight and unhealthy. I don't know if I have what it takes to make a real change.
51,Male,Sales Manager,Married,"I walked into the kitchen and saw that my teenage son had left dirty dishes and food scraps all over the counters and in the sink again, even though I've told him countless times to clean up after himself.",I felt absolutely disgusted by the mess and my son's lack of respect for our home and my efforts to keep it clean.,I can't believe he's so lazy and inconsiderate. It's revolting to see how he lives like a pig and expects me to clean up after him. I'm not his maid!
51,Male,Sales Manager,Married,"During a sales meeting, a client made a crude and sexist joke about one of my female colleagues, and some of my team members laughed along with him.",I was disgusted by their behavior and felt sick to my stomach witnessing such disrespect towards my colleague and women in general.,It's repulsive that they think it's okay to make such degrading comments and laugh about it. I'm ashamed to be associated with people who have such a low regard for others.
51,Male,Sales Manager,Married,"I found out that my wife has been secretly smoking cigarettes, even though she promised me years ago that she had quit for good.",I felt betrayed and disgusted by her dishonesty and the fact that she's been putting her health at risk behind my back.,I'm repulsed by the smell of cigarettes on her and the thought of her secretly smoking. How could she lie to me like this? It's disgusting and a complete breach of trust.
51,Male,Sales Manager,Married,I overheard my youngest daughter's friends gossiping and spreading nasty rumors about another girl in their class.,I was disgusted by their mean-spirited behavior and the way they were gleefully tearing down another person.,It's sickening to hear such young girls engaging in this kind of cruelty. I thought I raised my daughter better than to associate with people like that. It's vile and unacceptable.
51,Male,Sales Manager,Married,I saw a news report about a local politician who was caught embezzling funds from a charity that supports underprivileged children.,"I was filled with disgust and anger at the politician's actions, taking advantage of vulnerable kids for his own greed.",It's absolutely sickening that someone in a position of power would stoop so low and steal from a charity meant to help children in need. It's a disgrace and makes me lose faith in humanity.
51,Male,Sales Manager,Married,I accidentally sent a personal email meant for my wife to a client.,I felt my face turn red and my heart started racing. I was so embarrassed that I made such a careless mistake.,How could I have been so stupid? The client must think I'm completely unprofessional. I'll never be able to face them again.
51,Male,Sales Manager,Married,"During a sales presentation, I stumbled over my words and couldn't remember the key points I wanted to make.",I could feel my face getting hot and my hands starting to shake. I was so embarrassed that I couldn't deliver the presentation smoothly.,Everyone in the room must think I'm incompetent. I've lost all credibility with this potential client. I'm a failure as a sales manager.
51,Male,Sales Manager,Married,"At my child's school event, I tripped and fell in front of all the other parents.",I could feel everyone's eyes on me as I struggled to get back up. I was so embarrassed that I just wanted to disappear.,I can't believe I made a fool of myself in front of all these people. They must think I'm a clumsy idiot. I'll be the laughingstock of the school.
51,Male,Sales Manager,Married,My wife pointed out that my fly was down after I had been walking around the office all day.,I felt a wave of embarrassment wash over me. I couldn't believe I had been going about my day without realizing my zipper was open.,"Everyone in the office must have noticed and been laughing at me behind my back. They probably think I'm a sloppy, unprofessional mess."
